Address,List_Price ,beds,baths,sq_ft
"2037 N 75th Ave Elmwood Park, IL 60707","$349,888 ",4,3,"2,060"
"2728 N Hampden Ct Apt 407 Chicago, IL 60614","$157,000 ",,1,1
"265 Northbury Ct Unit A2 Schaumburg, IL 60193","$200,000 ",3,2,"1,200"
"434 Freehauf St Lemont, IL 60439","$325,000 ",4,3,"2,272"
"4731 N Kenmore Ave Apt 1 Chicago, IL 60640","$260,000 ",2,2,"1,500"
"1510 N Hudson Ave # 1 Chicago, IL 60610","$725,000 ",3,3,"2,400"
"1125 W Grace St Apt 2W Chicago, IL 60613","$449,000 ",2,2,2
"1656 W 38th Pl Chicago, IL 60609","$245,000 ",3,1,"1,260"
"16535 Stuart Ave Orland Park, IL 60467","$389,900 ",4,3,"2,824"
"1142 W Diversey Pkwy Chicago, IL 60614","$699,000 ",6,,
"3045 N Kenmore Ave Apt 3RN Chicago, IL 60657","$410,000 ",2,2,"1,400"
"11620 S Leamington Ave Alsip, IL 60803","$219,500 ",3,2,"1,280"
"1643 N Wolcott Ave Chicago, IL 60622","$1,299,000 ",6,4.5,"4,400"
"1622 W Ontario St # 1E Chicago, IL 60622","$422,500 ",3,2.5,2.5
"5831 N Oconto Ave Chicago, IL 60631","$274,900 ",2,1.5,"1,295"
"1735 W Diversey Pkwy Apt 216 Chicago, IL 60614","$369,000 ",2,2,"1,200"
"9320 S Winchester Ave Chicago, IL 60643","$424,900 ",5,2,"2,440"
"9306 S Thomas Ave Bridgeview, IL 60455","$429,999 ",3,2.5,"2,288"
"4005 W 93rd St Apt 2B Oak Lawn, IL 60453","$119,500 ",2,2,"1,400"
"1741 N Orleans St Apt 4N Chicago, IL 60614","$440,000 ",2,2,2
"2127 W Rice St Apt 2W Chicago, IL 60622","$385,000 ",2,2,2
"1324 W Huron St Apt 1F Chicago, IL 60642","$249,900 ",2,1,1
"1725 W Division St Apt 304 Chicago, IL 60622","$930,000 ",2,2.5,"1,950"
"1212 Grant St Wilmette, IL 60091","$824,900 ",5,3,"3,759"
"320 E 21st St Unit 804 Chicago, IL 60616","$331,000 ",2,2,"1,027"
"733 S Fairview Ave Park Ridge, IL 60068","$699,900 ",5,4.5,"3,481"
"713 S Elmhurst Rd Mount Prospect, IL 60056","$319,500 ",4,2,"1,764"
"511 W Division St Apt 812 Chicago, IL 60610","$445,000 ",2,2,"1,245"
"2422 W Gunnison St Apt 1 Chicago, IL 60625","$339,900 ",2,2,"1,400"
"5235 N Ravenswood Ave Apt 19 Chicago, IL 60640","$274,900 ",1,1,1
"2062 N Lockwood Ave Chicago, IL 60639","$299,900 ",5,,
"256 W 108th Pl Chicago, IL 60628","$75,000 ",3,1,"1,375"
"300 Park Ave Apt 344 Calumet City, IL 60409","$50,500 ",3,2,"1,200"
"9301 N Callero Dr Niles, IL 60714","$289,900 ",5,2.5,"2,277"
"15327 Meadow Ln Dolton, IL 60419","$69,900 ",3,1,"1,258"
"5411 W 25th Pl Cicero, IL 60804","$74,900 ",3,1,"1,407"
"1119 N 9th Ave Maywood, IL 60153","$219,900 ",4,3,"1,704"
"2924 N Sacramento Ave Apt G Chicago, IL 60618","$149,999 ",1,1,800
"3631 S Cottage Grove Ave Chicago, IL 60653","$299,900 ",3,2,2
"487 W Kathleen Dr Des Plaines, IL 60016","$289,000 ",4,1.5,"1,199"
"3802 W 64th St Chicago, IL 60629","$244,900 ",5,,
"1012 Bonaventure Dr Elk Grove Village, IL 60007","$149,900 ",,,
"925 Singer Ave Lemont, IL 60439","$425,000 ",4,3.5,3.5
"1433 Tonset Ln # 184 Schaumburg, IL 60193","$149,999 ",2,1,"1,000"
"1755 E Camp McDonald Rd Mount Prospect, IL 60056","$284,900 ",3,1.5,"1,475"
"761 S Middleton Ave Palatine, IL 60067","$465,000 ",4,2.5,"2,707"
"13334 Misty Meadow Dr Palos Heights, IL 60463","$498,750 ",4,2.5,"4,139"
"9900 S Normal Ave Chicago, IL 60628","$171,900 ",4,2,816
"6231 S Tripp Ave Chicago, IL 60629","$185,000 ",4,3,912
"3646 N Kedzie Ave Chicago, IL 60618","$379,900 ",4,,
"310 Gale Ave River Forest, IL 60305","$1,425,000 ",6,6.5,"7,003"
"1024 W Fry St Unit 301 Chicago, IL 60642","$629,000 ",2,2,"1,900"
"5526 S Bishop St Chicago, IL 60636","$79,000 ",5,,
"4831 W School St Chicago, IL 60641","$329,000 ",6,3,"2,200"
"6123 W Lawrence Ave Chicago, IL 60630","$499,900 ",4,3.5,"3,000"
"2736 W Augusta Blvd # 2 Chicago, IL 60622","$312,000 ",2,2,"1,200"
"9100 S Drexel Ave Chicago, IL 60619","$166,581 ",3,2,"1,600"
"367 Bartram Rd Riverside, IL 60546","$315,000 ",2,1,"1,355"
"4226 N Milwaukee Ave Chicago, IL 60641","$399,000 ",,,
"10 E Kathleen Dr Des Plaines, IL 60016","$299,896 ",3,1.5,"1,773"
"540 Amherst Ln Hoffman Estates, IL 60169","$299,896 ",3,2,"1,900"
"1396 Shire Cir # 10 Inverness, IL 60067","$389,896 ",4,3,"3,292"
"1438 Granville Ave Park Ridge, IL 60068","$569,900 ",3,3.5,3.5
"8347 S Kingston Ave Chicago, IL 60617","$110,000 ",4,1,860
"4926 W 106th Pl Oak Lawn, IL 60453","$299,000 ",4,2.5,"1,850"
"4908 W Ohio St Chicago, IL 60644","$154,900 ",4,2.5,"1,550"
"3347 Church St Evanston, IL 60203","$264,500 ",2,2.5,"1,271"
"1647 Robin Ln Glenview, IL 60025","$759,000 ",6,2.5,"3,300"
"8416 S Justine St Chicago, IL 60620","$217,000 ",3,3,"2,205"
"3731 W Shakespeare Ave Chicago, IL 60647","$475,000 ",3,2.5,"2,800"
"30 E Huron St Apt 3503 Chicago, IL 60611","$315,000 ",1,1,1
"2600 N Hampden Ct Apt D5 Chicago, IL 60614","$182,500 ",1,1,1
"2957 Martin Ave Melrose Park, IL 60164","$233,000 ",3,2,"1,228"
"1140 W Newport Ave Apt B Chicago, IL 60657","$449,900 ",2,2,"1,350"
"1526 N Elk Grove Ave Chicago, IL 60622","$1,849,000 ",6,5,"5,000"
"1330 N La Salle Dr Apt 108 Chicago, IL 60610","$489,000 ",2,2.5,"1,525"
"200 N Dearborn St Chicago, IL 60601","$228,000 ",1,1,770
"13705 S Atlantic Ave Riverdale, IL 60827","$165,000 ",5,2.5,"2,192"
"1212 N Lake Shore Dr Apt 19CS Chicago, IL 60610","$859,000 ",2,2,"1,850"
"1417 S Prairie Ave # AA9 Chicago, IL 60605","$949,000 ",3,2.5,2.5
"4113 N Kenmore Ave Chicago, IL 60613","$1,075,000 ",5,3.5,"3,300"
"4444 N Malden St Chicago, IL 60640","$449,900 ",3,2,"1,600"
"4152 N Elston Ave Apt 3N Chicago, IL 60618","$370,000 ",3,2,"1,400"
"2911 N Western Ave Apt 402 Chicago, IL 60618","$260,000 ",1,1,925
"2940 N Damen Ave Apt 3N Chicago, IL 60618","$489,000 ",2,2,2
"2319 W Wabansia Ave Apt 4 Chicago, IL 60647","$569,900 ",2,2,2
"6312 N Paulina St Apt 3A Chicago, IL 60660","$132,500 ",2,1.5,"1,200"
"1033 Ontario St Apt 3CS Oak Park, IL 60302","$174,900 ",1,1,"1,019"
"6011 N Marmora Ave Chicago, IL 60646","$339,900 ",2,1,"1,074"
"1235 S Prairie Ave Apt 605 Chicago, IL 60605","$549,900 ",2,2,"1,485"
"22 N Morgan St Apt 211 Chicago, IL 60607","$424,999 ",1,1,"1,407"
"11433 S Prairie Ave Chicago, IL 60628","$69,000 ",4,2.5,"1,960"
"8440 Forest Dr Hickory Hills, IL 60457","$269,900 ",3,2,"1,170"
"3451 Ann St Lansing, IL 60438","$170,000 ",3,2,"1,611"
"15913 Finch Ave Harvey, IL 60426","$29,900 ",4,2,"1,008"
"1419 E 62nd St Apt 2W Chicago, IL 60637","$219,000 ",3,1.5,1.5
"7933 W Wellington Ave Elmwood Park, IL 60707","$295,000 ",5,3,"1,669"
"6579 Church St Hanover Park, IL 60133","$224,900 ",3,3,"1,966"
"4331 Greenbrier Ln Richton Park, IL 60471","$50,000 ",2,1,900
"900 W Sunset Dr Apt 502 Glenwood, IL 60425","$83,900 ",2,2,"1,100"
"5111 W Roscoe St Chicago, IL 60641","$429,900 ",5,,
"10213 W 151st St Orland Park, IL 60462","$220,000 ",3,2,"1,225"
"18374 Millennium Dr # 13R Tinley Park, IL 60477","$179,900 ",2,1.5,1.5
"505 Oglesby Ave Calumet City, IL 60409","$99,000 ",3,1.5,"1,252"
"9951 S Carpenter St Chicago, IL 60643","$109,000 ",3,2,"2,200"
"1306 Home Ave # 1 Berwyn, IL 60402","$219,277 ",4,,
"2918 W 102nd St Evergreen Park, IL 60805","$179,900 ",3,1,"1,239"
"342 W Miner St Apt 3B Arlington Heights, IL 60005","$138,000 ",2,1,900
"1705 McKool Ave Streamwood, IL 60107","$124,700 ",3,1.5,"1,160"
"1514 N Larch Dr Mount Prospect, IL 60056","$339,000 ",3,2.5,"1,912"
"12409 S Sangamon St Calumet Park, IL 60827","$5,000 ",,,
"2101 W Rice St Apt 404 Chicago, IL 60622","$329,000 ",1,1,"1,000"
"519 Meadow Dr W Wilmette, IL 60091","$1,099,000 ",5,3.5,"4,900"
"3550 N Lake Shore Dr Apt 502 Chicago, IL 60657","$219,000 ",2,2,"1,250"
"2114 N Lakewood Ave Chicago, IL 60614","$869,000 ",3,3.5,3.5
"4932 N Kenmore Ave Chicago, IL 60640","$499,000 ",4,3,3
"901 E Euclid Ave Arlington Heights, IL 60004","$390,000 ",5,3,"2,542"
"7710 Tripp Ave Skokie, IL 60076","$460,000 ",3,2,"1,860"
"211 N Evanston Ave Mount Prospect, IL 60056","$429,900 ",4,3.5,"1,950"
"5053 N Mulligan Ave Chicago, IL 60630","$335,000 ",3,1.5,"1,489"
"1467 N Winslowe Dr Palatine, IL 60074","$86,900 ",1,1,700
"5355 N Bernard St Chicago, IL 60625","$335,000 ",3,2,"1,149"
"6655 W Hayes Ave Chicago, IL 60631","$280,000 ",5,2,"2,114"
"4236 N Kedvale Ave Apt 6 Chicago, IL 60641","$147,500 ",2,1,"1,073"
"800 Elgin Rd Apt 620 Evanston, IL 60201","$322,000 ",2,2,"1,130"
"1825 Kendale Dr Glenview, IL 60025","$1,499,000 ",6,7,"5,091"
"1912 N Spruce Ter Arlington Heights, IL 60004","$379,000 ",3,2,"1,846"
"435 S Winterhaven Ct Palatine, IL 60067","$697,000 ",5,3.5,"3,830"
"3330 Wallace Ave Steger, IL 60475","$120,000 ",4,2,"1,346"
"10627 Lockwood Ct Oak Lawn, IL 60453","$309,900 ",3,2.5,"1,307"
"7829 New Castle Ave Burbank, IL 60459","$259,900 ",3,2,"1,900"
"11650 S Troy Dr Merrionette Park, IL 60803","$143,900 ",2,1,986
"8530 W 128th St Palos Park, IL 60464","$599,900 ",4,5,"5,310"
"17306 69th Ave Tinley Park, IL 60477","$247,500 ",4,2,"1,835"
"8545 162nd Pl Apt 3 Tinley Park, IL 60487","$149,900 ",3,1.5,"1,550"
"13655 Mohawk Ln Orland Park, IL 60462","$349,900 ",5,3,"2,707"
"3550 Lee St Skokie, IL 60076","$349,900 ",4,2,"1,840"
"1350 Parkside Dr Park Ridge, IL 60068","$479,000 ",3,2.5,"1,679"
"3265 Kirchoff Rd Apt 126 Rolling Meadows, IL 60008","$109,950 ",1,1,849
"5828 N Navarre Ave Chicago, IL 60631","$539,000 ",4,4,"2,459"
"1217 Crest Ct Schaumburg, IL 60193","$410,000 ",4,2.5,"2,500"
"2111 Mickey Ln Glenview, IL 60025","$575,000 ",3,2,"2,027"
"1937 Burns Ave Westchester, IL 60154","$249,000 ",3,2,"1,125"
"1506 Westchester Blvd Westchester, IL 60154","$219,900 ",3,2,"1,941"
"905 Westerfield Dr Wilmette, IL 60091","$769,000 ",3,2.5,"1,715"
"600 N Fairbanks Ct Unit 1406 Chicago, IL 60611","$400,000 ",1,1,821
"1225 W Carmen Ave Apt 1N Chicago, IL 60640","$475,000 ",3,2.5,"2,000"
"65 E Bellevue Pl Chicago, IL 60611","$4,900,000 ",3,4,"7,000"
"4360 S Wells St Chicago, IL 60609","$40,000 ",3,1,"1,081"
"4442 W 16th St Chicago, IL 60623","$62,500 ",4,2,"1,500"
"12508 S Ashland Ave Calumet Park, IL 60827",N/A,,,"2,839"
"1904 W Patterson Ave Chicago, IL 60613","$1,980,000 ",7,7.5,"8,000"
"5858 N Broadway St Apt 504 Chicago, IL 60660","$280,000 ",1,1.5,"1,035"
"200 W Grand Ave Apt 1806 Chicago, IL 60654","$479,900 ",2,2,"1,250"
"1949 N Halsted St Apt 3 Chicago, IL 60614","$545,000 ",2,2,"1,450"
"1804 N Cleveland Ave Chicago, IL 60614","$2,995,000 ",6,5.5,5.5
"9926 Treetop Dr Orland Park, IL 60462","$189,900 ",2,2,"1,700"
"14300 Grant St Dolton, IL 60419","$59,000 ",4,2,"1,670"
"1248 Sumac Trl Hoffman Estates, IL 60192","$350,000 ",3,2.5,2.5
"8125 S Saginaw Ave Chicago, IL 60617","$149,999 ",4,,
"1663 Howard Ave Des Plaines, IL 60018","$211,000 ",3,2,"1,680"
"5126 Conrad St Skokie, IL 60077","$485,000 ",3,2,"1,871"
"26 S Walnut Ln Glenwood, IL 60425","$119,500 ",3,1.5,"1,150"
"5824 S Brainard Ave La Grange Highlands, IL 60525","$499,900 ",4,2,"2,850"
"8034 S Richmond St Chicago, IL 60652","$175,000 ",3,2,"1,185"
"345 N La Salle Dr Apt 905 Chicago, IL 60654","$366,000 ",1,1,880
"7637 S Bennett Ave # 2 Chicago, IL 60649","$125,000 ",6,,
"225 W Huron St Apt 213 Chicago, IL 60654","$320,000 ",1,1,1
"1355 W Washington Blvd Apt 2B Chicago, IL 60607","$599,000 ",2,2,2
"1800 W Roscoe St Apt 204 Chicago, IL 60657","$375,000 ",2,2,"1,450"
"1408 S 12th Ave Maywood, IL 60153","$249,500 ",4,2,"2,150"
"12110 S Parnell Ave Chicago, IL 60628","$40,000 ",3,1,"1,616"
"400 N La Salle Dr Apt 4112 Chicago, IL 60654","$305,000 ",1,1,723
"4818 N Hoyne Ave Apt 2 Chicago, IL 60625","$345,000 ",2,2,2
"320 E 21st St Unit 716 Chicago, IL 60616","$239,000 ",1,1,800
"7707 W Irving Park Rd Apt 311 Chicago, IL 60634","$149,900 ",1,1,1
"9086 Del Prado Dr Apt 2E Palos Hills, IL 60465","$255,000 ",3,3,"2,600"
"2641 W Armitage Ave Apt 2 Chicago, IL 60647","$415,000 ",3,2,2
"4735 Bobolink Ter Skokie, IL 60076","$344,999 ",3,2.5,"1,574"
"6300 W Montrose Ave Apt 301 Chicago, IL 60634","$219,000 ",3,2,"1,359"
"2427 W Winona St # H Chicago, IL 60625","$899,000 ",4,3.5,3.5
"1223 W Winona St Chicago, IL 60640","$969,000 ",4,3.5,"3,869"
"9903 N Huber Ln Niles, IL 60714","$389,000 ",4,2.5,2.5
"73 Fletcher Dr Des Plaines, IL 60016","$349,900 ",5,2,"2,377"
"6033 N Sheridan Rd Apt 9L Chicago, IL 60660","$210,000 ",1,1,"1,100"
"2145 W Greenleaf Ave Chicago, IL 60645","$500,000 ",4,1.5,"2,000"
"13412 S Karlov Ave Robbins, IL 60472","$38,000 ",3,1,"1,064"
"6101 S Artesian Ave Chicago, IL 60629","$209,000 ",5,,
"5724 Dover Rd Oak Forest, IL 60452","$217,000 ",4,2,"1,872"
"10953 S Troy St Chicago, IL 60655","$140,000 ",5,2,"1,739"
"1210 Braeburn Ave Flossmoor, IL 60422","$199,900 ",3,1.5,"2,218"
"1814 W 108th Pl # 2 Chicago, IL 60643","$458,900 ",4,3.5,"3,900"
"2836 Downing Ave Westchester, IL 60154","$289,999 ",3,2,"1,204"
"6705 21st St Unit 206 Berwyn, IL 60402","$99,999 ",1,1,1
"5106 W Nelson St Chicago, IL 60641","$210,000 ",5,2.5,900
"17240 Louis Ave South Holland, IL 60473","$169,000 ",4,2,"1,613"
"4131 W Kamerling Ave Chicago, IL 60651","$254,900 ",6,,
"15921 Parkside Ave South Holland, IL 60473","$159,900 ",3,2,"1,600"
"9826 Treetop Dr Apt 1W Orland Park, IL 60462","$135,000 ",2,2,2
"812 Winfal Dr Schaumburg, IL 60173","$700,000 ",5,3.5,"3,127"
"162 N La Crosse Ave # 1 Chicago, IL 60644","$269,900 ",5,,
"448 Indianwood Blvd Park Forest, IL 60466","$78,500 ",3,1,"1,092"
"6171 N Sheridan Rd Apt 2609 Chicago, IL 60660","$105,000 ",1,1,855
"5230 S Kilbourn Ave Chicago, IL 60632","$425,000 ",8,,
"549 E 104th Pl Chicago, IL 60628","$175,000 ",5,2,"1,200"
"6745 N Kostner Ave Lincolnwood, IL 60712","$434,000 ",3,2,"7,200"
"5402 N Glenwood Ave Chicago, IL 60640","$1,425,000 ",5,4.5,"4,200"
"18859 Kings Rd Homewood, IL 60430","$161,900 ",4,2,"1,397"
"220 W Concord Ln Chicago, IL 60614","$1,149,000 ",4,3.5,3.5
"8640 S Kenwood Ave Chicago, IL 60619","$159,000 ",4,2,"1,117"
"7926 N Oketo Ave Niles, IL 60714","$369,500 ",5,3,"2,135"
"933 W 58th St La Grange Highlands, IL 60525","$245,000 ",3,2,"1,579"
"628 William St River Forest, IL 60305","$1,089,000 ",4,4.5,"4,030"
"1122 Forest Ave River Forest, IL 60305","$1,599,000 ",6,5.5,"6,350"
"9366 Bay Colony Dr Apt 3S Des Plaines, IL 60016","$139,900 ",2,1,"1,000"
"1415 E Lowden Ln Mount Prospect, IL 60056","$330,888 ",3,2,2
"6867 N Overhill Ave Apt 2D Chicago, IL 60631","$174,900 ",2,1,"1,000"
"14341 Oakwood Ct Orland Park, IL 60462","$699,900 ",4,3.5,"4,222"
"12250 Partridge Ln Orland Park, IL 60467","$332,000 ",4,2.5,"2,621"
"7837 S Marshfield Ave Chicago, IL 60620","$114,900 ",4,2,890
"7220 W 154th St # 32 Orland Park, IL 60462","$204,900 ",2,2.5,"1,860"
"550 W Ruhl Rd Palatine, IL 60074","$619,900 ",5,5,"5,600"
"1721 Mission Hills Rd Apt 106 Northbrook, IL 60062","$425,000 ",2,2,"1,820"
"1442 N Mohawk St Apt 1 Chicago, IL 60610","$499,900 ",2,2,2
"8380 S Kerfoot Ave Chicago, IL 60620","$21,900 ",4,2,"1,849"
"814 Winfal Dr Schaumburg, IL 60173","$998,000 ",6,4.5,"4,331"
"1108 Meadow Ln Streamwood, IL 60107","$207,500 ",4,1.5,"1,160"
"3758 W Giddings St # 2 Chicago, IL 60625","$149,500 ",2,1,1
"2050 N Western Ave Apt 1W Chicago, IL 60647","$324,888 ",2,2.5,"1,291"
"900 N Hoyne Ave Apt 2S Chicago, IL 60622","$699,888 ",3,2.5,2.5
"10 E Delaware Pl Chicago, IL 60611","$1,399,999 ",3,2.5,"2,000"
"1112 Elmwood Ln Elk Grove Village, IL 60007","$229,000 ",3,2,"1,500"
"9115 26th Pl Brookfield, IL 60513","$239,900 ",2,1,930
"9604 S Oakley Ave Chicago, IL 60643","$289,900 ",3,1,"1,355"
"11435 S Washtenaw Ave Chicago, IL 60655","$179,900 ",4,2,"1,728"
"10509 S Seeley Ave Chicago, IL 60643","$559,900 ",6,4,"3,098"
"8142 Normandy Ave Burbank, IL 60459","$219,000 ",3,1,"1,260"
"4829 W 109th St Apt 102 Oak Lawn, IL 60453","$81,900 ",2,1,850
"618 S 7th Ave Maywood, IL 60153","$189,900 ",5,2.5,"3,750"
"2912 N Monitor Ave Chicago, IL 60634","$294,900 ",4,3,3
"15637 Reynolds Ln Oak Forest, IL 60452","$199,900 ",3,2,"1,428"
"581 East Ave Streamwood, IL 60107","$149,900 ",2,1.5,"1,133"
"7921 W Barry Ave Elmwood Park, IL 60707","$215,000 ",2,1,847
"15507 S 70th Ct # D Orland Park, IL 60462","$299,900 ",,,
"5112 W Grace St Chicago, IL 60641","$440,000 ",4,,
"229 Elm Ct Northbrook, IL 60062","$1,150,000 ",5,6.5,"5,680"
"3025 N Oak Park Ave Chicago, IL 60634","$249,775 ",4,2,2
"2812 W Chicago Ave Apt 2 Chicago, IL 60622","$345,000 ",3,2,2
"8710 W Evelyn Ln Apt 104 Chicago, IL 60656","$140,000 ",1,2,2
"711 N Willow Wood Dr Palatine, IL 60074","$405,000 ",4,2.5,"2,588"
"313 S Northwest Hwy Unit 5 Park Ridge, IL 60068","$615,000 ",3,3.5,"2,630"
"13527 Chatham St Blue Island, IL 60406","$32,000 ",2,1,729
"10848 S Prospect Ave Chicago, IL 60643","$469,000 ",4,3.5,"3,776"
"222 Washington Blvd Apt 207 Oak Park, IL 60302","$139,900 ",2,1.5,"1,010"
"402 W Campbell St Arlington Heights, IL 60005","$649,999 ",4,3.5,"2,100"
"2003 E Tano Ln Mount Prospect, IL 60056","$359,900 ",4,3,"1,251"
"3943 Western Ave Western Springs, IL 60558","$449,900 ",3,1.5,"1,343"
"403 N Kennicott Ave Apt 1N Arlington Heights, IL 60005","$118,900 ",2,1,1
"7 S Aberdeen St Apt 2A Chicago, IL 60607","$599,000 ",2,2,2
"2950 N Linder Ave Chicago, IL 60641","$315,000 ",4,3,"1,575"
"5300 S Ashland Ave Chicago, IL 60609","$29,900 ",,,
"9201 S Spaulding Ave Evergreen Park, IL 60805","$199,900 ",4,2,"1,900"
"918 Clinton Ave Oak Park, IL 60304","$479,000 ",4,2,"2,051"
"7321 W Fullerton Ave Apt 8 Elmwood Park, IL 60707","$119,900 ",2,1,"1,000"
"926 W Fullerton Ave Apt 2 Chicago, IL 60614","$649,900 ",3,2,"1,747"
"4857 N Lawndale Ave Apt 201 Chicago, IL 60625","$129,999 ",3,1.5,999
"733 W California Ter # 1 Chicago, IL 60657","$345,000 ",2,2,"1,700"
"233 E Erie St Apt 1902 Chicago, IL 60611","$170,000 ",1,1,600
"401 N Wabash Ave Unit 56D Chicago, IL 60611","$1,500,000 ",2,2.5,"2,022"
"777 N Michigan Ave Apt 2800 Chicago, IL 60611","$555,000 ",2,2.5,"1,650"
"413 Grosvenor Pl Chicago Heights, IL 60411","$126,000 ",3,1,"1,074"
"2211 Pioneer Rd Evanston, IL 60201","$495,000 ",3,3,"1,200"
"2128 Cummings Ln Flossmoor, IL 60422","$244,000 ",3,2.5,"2,265"
"1926 Camphill Cir Inverness, IL 60067","$649,000 ",4,4,"2,770"
"3218 N Walker Ln E Arlington Heights, IL 60004","$350,000 ",4,2.5,"2,671"
"3029 N Elbridge Ave Chicago, IL 60618","$269,000 ",4,,
"1727 S Indiana Ave Apt 409 Chicago, IL 60616","$414,900 ",2,2,"1,260"
"10539 S Springfield Ave Chicago, IL 60655","$269,900 ",3,1,"1,344"
"2312 Golfview Ln Flossmoor, IL 60422","$500,000 ",5,6,"4,848"
"5714 W Pensacola Ave Chicago, IL 60634","$489,900 ",7,3,"3,200"
"3131 N Racine Ave Apt 1F Chicago, IL 60657","$515,000 ",3,2,2
"305 N Merrill St Park Ridge, IL 60068","$395,000 ",3,3,"2,080"
"96 Luella Ave Calumet City, IL 60409","$224,900 ",7,,
"8797 Flint Ln Orland Park, IL 60462","$469,000 ",5,2.5,"3,779"
"1126 E Thomas St Arlington Heights, IL 60004","$639,900 ",4,3,"3,900"
"1255 N Sterling Ave Unit 104 Palatine, IL 60067","$132,000 ",2,2,2
"16811 Misty Ln Tinley Park, IL 60477","$235,000 ",2,2.5,"2,140"
"4406 N Keeler Ave Chicago, IL 60630","$574,900 ",5,3,"2,600"
"409 Krause Ave Streamwood, IL 60107","$200,000 ",5,2,"1,189"
"1228 S 56th Ct Cicero, IL 60804","$227,000 ",4,1,"1,392"
"1754 W Roscoe St Chicago, IL 60657","$1,495,000 ",8,,
"500 E Robertson St Palatine, IL 60074","$225,000 ",3,2,"1,540"
"2305 Kirchoff Rd Rolling Meadows, IL 60008","$259,900 ",3,2,"1,600"
"610 Cobblestone Cir Apt C Glenview, IL 60025","$147,995 ",2,1,950
"9138 Waukegan Rd Morton Grove, IL 60053","$325,000 ",,,
"111 Acacia Dr Unit 401 Indian Head Park, IL 60525","$209,000 ",2,2,2
"3535 Arden Ave Brookfield, IL 60513","$398,500 ",3,1.5,"1,298"
"4343 Mayfair Ct Country Club Hills, IL 60478","$205,000 ",3,2.5,"1,900"
"4731 S Kedvale Ave Chicago, IL 60632","$89,900 ",4,1,"1,008"
"500 S Clinton St Apt 322 Chicago, IL 60607","$219,900 ",1,1,800
"6432 W 89th Pl Oak Lawn, IL 60453","$319,000 ",4,2,"1,410"
"55 W Erie St Apt 2W Chicago, IL 60654","$465,000 ",3,2,2
"125 W Oak St Apt B Chicago, IL 60610","$875,000 ",2,2.5,"1,200"
"4585 S Oakenwald Ave Chicago, IL 60653","$489,000 ",4,4.5,"4,500"
"2053 Leeward Ln Hanover Park, IL 60133","$205,000 ",3,2.5,2.5
"9324 S La Salle St Chicago, IL 60620","$169,900 ",5,2,"1,062"
"4618 W Dickens Ave Chicago, IL 60639","$399,900 ",6,3,3
"5 N Wabash Ave Apt 1205 Chicago, IL 60602","$250,000 ",1,1,850
"302 Basswood Dr Northbrook, IL 60062","$549,000 ",3,3,"2,355"
"4230 N Moody Ave Chicago, IL 60634","$350,000 ",3,2.5,2.5
"420 W Aldine Ave Apt 322 Chicago, IL 60657","$179,900 ",1,1,1
"1808 Monroe Ave Glenview, IL 60025","$1,250,000 ",5,4.5,"3,600"
"336 S Maple St Mount Prospect, IL 60056","$214,000 ",3,1.5,"1,280"
"8149 S Troy St Chicago, IL 60652","$165,000 ",4,1,"1,500"
"6514 S Talman Ave Chicago, IL 60629","$379,000 ",8,,
"200 N Dearborn St Chicago, IL 60601","$229,900 ",1,1,840
"2342 W Rice St Chicago, IL 60622","$1,300,000 ",,,
"6218 N Navajo Ave Chicago, IL 60646","$750,000 ",4,3.5,3.5
"1000 N Kingsbury St Apt 201 Chicago, IL 60610","$249,000 ",1,1,700
"3055 W Logan Blvd Chicago, IL 60647","$648,000 ",4,2.5,"1,816"
"4458 Hoover St Rolling Meadows, IL 60008","$299,900 ",3,3,"2,076"
"1342 N Knollwood Dr Palatine, IL 60067","$165,000 ",2,1.5,"1,155"
"513 East Ave Streamwood, IL 60107","$162,000 ",2,1.5,"1,133"
"2315 S Winchester Ave Chicago, IL 60608","$209,900 ",3,2,2
"10 E Delaware Pl Apt 34C Chicago, IL 60611","$3,395,000 ",3,3.5,"2,910"
"5030 N Mozart St Chicago, IL 60625","$895,000 ",4,4,"3,067"
"6157 N Sheridan Rd Apt 15D Chicago, IL 60660","$185,000 ",2,1,900
"210 S Desplaines St Apt 407 Chicago, IL 60661","$559,000 ",2,2,"1,520"
"210 S Desplaines St Apt 207 Chicago, IL 60661","$549,000 ",2,2,"1,520"
"7303 W 55th Pl Summit, IL 60501","$214,900 ",3,2,"1,490"
"228 N Park Dr Glenwood, IL 60425","$149,900 ",3,2,"1,088"
"546 Westley Rd Glencoe, IL 60022","$1,875,000 ",7,6.5,"7,788"
"1835 Tanglewood Dr Unit F Glenview, IL 60025","$339,900 ",3,3,3
"1610 Buckingham Ave Westchester, IL 60154","$265,000 ",4,1.5,"1,096"
"3932 Grove Ave Western Springs, IL 60558","$539,000 ",3,2,"1,747"
"1 E Schiller St Apt 7D Chicago, IL 60610","$900,000 ",3,2,"2,200"
"125 S Jefferson St Unit 3004 Chicago, IL 60661","$459,900 ",2,2,"1,254"
"1039 N Lorel Ave Chicago, IL 60651","$289,999 ",6,3,"2,500"
"1792 Orchard St Des Plaines, IL 60018","$195,900 ",2,2,"1,022"
"2309 Clinton Ave Berwyn, IL 60402","$239,900 ",3,2,"1,368"
"1701 N Austin Ave Chicago, IL 60639","$369,000 ",4,,
